Title,Author,Verified,Sold,Keep,Date of Publication,Price for Sale,Subject,CD/ DVD/ Online Access Code
"Waterloo Rhythm Band Method- Teacher's manual and scored music- nursery rhymes, folk tunes, classic pieces",Gladys Dickson/Hazel Baggs,TRUE,FALSE,FALSE,1950's,2,Percussion,
The Sunny Snowbear,David Carr Glover,TRUE,FALSE,FALSE,1977,2,Piano Instrucion,
Young Composer's Notebook- A student's Guide to Composing- Vol 2,Frances Balodis,TRUE,FALSE,FALSE,2001,2,Piano Instrucion,
Young Composer's Notebook- A student's Guide to Composing- Vol. 3,,TRUE,FALSE,FALSE,2001,2,Piano Instrucion,
Music by Me- A Composition Workbook,Kevin Olson and Wynn-Anne Rossi,TRUE,FALSE,FALSE,2005,2,Piano Instrucion,
Classical Themes for All Keyboards,Wise Publications,TRUE,FALSE,FALSE,1991,2,Piano Instrucion,
More Hooked on Easy Piano Classics- Vol. 2,Edwin McLean,TRUE,FALSE,FALSE,1984,2,Piano Instrucion,
Peter and the Wolf- Simplified for Piano- Story and Coloring book Illustrations,Richard Bradley,TRUE,FALSE,FALSE,1979,5,Piano Instrucion,
A Holiday in Canada,Boris Berlin,TRUE,FALSE,FALSE,? Old,2,Piano Instrucion,
The Muppet Movie- Made Easy for Piano,ATV Music Publications,TRUE,FALSE,FALSE,1979,2,Piano Instrucion,
"Music for Little Mozarts- A Piano Course to Bring out the Music in Every Young Child Ages 4, 5, and 6- Sampler",,TRUE,FALSE,FALSE,,free,Piano Instrucion,
Charlie Brown's Greatest Hits- From Vince Guaraldi's Theme Music for the Peanuts Television Specials,,TRUE,FALSE,FALSE,1984,2,Piano Instrucion,
Music by Me- A composition workbook,Kevin Olson and Wynn-Anne Rossi,TRUE,FALSE,FALSE,2004,2,Piano Instrucion,
FUNdamental Musicianship Skills for Piano and Keyboard- Activities for private or group lessons to prepare for the national guild of piano teachers musicianship phases,June Montgomery,TRUE,FALSE,FALSE,,2,Piano Instrucion,
The jolly Sailor- Piano solo- leaflet,Louise C. Rebe,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Lessons in Music Writing- Part Two,Boris Berlin,TRUE,FALSE,FALSE,1950- Republished,5,Piano Instrucion,
Land of the Silver Birch- Early Intermediate Folksongs for Piano- Book 2,Nancy Telfer,TRUE,FALSE,FALSE,1992,2,Piano Instrucion,
My You're Canadian- Music for Young Children,Frances Baldoids,TRUE,FALSE,FALSE,1999,5,Piano Instrucion,
Old tales in a new guise- Canadian Folk Melodies arranged for piano,Nancy Telfer,TRUE,FALSE,FALSE,1986,2,Piano Instrucion,
Music for Little Mozarts- Teachers Handbook for Books 3 and 4,"Christine Barden, Gayle Kowalchyk, EL Lancaster",TRUE,FALSE,FALSE,,2,Piano Instrucion,
Music for Little Mozarts- Music Discovery Book 1,"Christine Barden, Gayle Kowalchyk, EL Lancaster",TRUE,FALSE,FALSE,,2,Piano Instrucion,
Alphabetically Yours- 26 Short Fragments for piano- Suitable for Adult Beginners,Joan Last,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Dimitri Kabalevsky- 19 Children's pieces -Opus 27 for piano,,TRUE,FALSE,FALSE,,2,Piano Instrucion,
How to use a fake book- Fakin' accomaniments from melodies and chord symbols,Ann Collins,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Functional piano- Book 1,Chalmers Doane,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Bartok is easy- 15 melodius pieces for the young pianist,Denise Agay,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Bela Bartok for Children vol 1,,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Music for Ballet Class- No. 48- Advanced 1,G Dickson-Place,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Baby School- 40 Selections from the Masters for Daily Training with a Divertissement,Agda Skjerne,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Music for Ballet Class- Vol. 2,Royal Academy of Dancing,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Super mario series- easy piano,Alfred,TRUE,FALSE,FALSE,,5,Piano Instrucion,
The little shoemaker,,TRUE,FALSE,FALSE,,2,Piano Instrucion,
Play the Recorder- Book 1,Robert Salkeld,TRUE,FALSE,FALSE,1966,5,Recorder,
The Recorder Consort- 47 pieces for recorder consort collected by Steve Rosenberg,Steve Rosenberg,TRUE,FALSE,FALSE,1978,5,Recorder,
Recorder Rudiments,Irene Enns,TRUE,FALSE,FALSE,1991,5,Recorder,
Recorder Rudiments,Irene Enns,TRUE,FALSE,FALSE,1991,5,Recorder,
The Sweet Pipes Recorder Book- A Method for Adults and Older Beginners- Soprano,Gerald Burakoff and William Hettrick,TRUE,FALSE,FALSE,,5,Recorder,
The Sweet Pipes Recorder Book- A Method for Adults and Older Beginners- Soprano,Gerald Burakoff and William Hettrick,TRUE,FALSE,FALSE,,5,Recorder,
The Sweet Pipes Recorder Book- A Method for Adults and Older Beginners- Soprano,Gerald Burakoff and William Hettrick,TRUE,FALSE,FALSE,,5,Recorder,
The Sweet Pipes Recorder Book- A Method for Adults and Older Beginners- Soprano,Gerald Burakoff and William Hettrick,TRUE,FALSE,FALSE,,5,Recorder,
The Sweet Pipes Recorder Book- A Method for Adults and Older Beginners- Soprano,Gerald Burakoff and William Hettrick,TRUE,FALSE,FALSE,1980,5,Recorder,
The Sweet Pipes Recorder Book- A Method for Adults and Older Beginners- Alto,Gerald Burakoff and William Hettrick,TRUE,FALSE,FALSE,1982,5,Recorder,
More Popular Songs for the Recorder,Clive Sansom,TRUE,FALSE,FALSE,1977,5,Recorder,
Mon premier livre de flute a bec,Usborne- Caroline Hooper and Philip Hawthorne,TRUE,FALSE,FALSE,,5,Recorder,
Recorder Fun- Teach yourself the easy way,Hal Leonard,TRUE,FALSE,FALSE,1990,5,Recorder,CD
Recorder Routes I- A guide to introducing soprano recorder in orff class,,TRUE,FALSE,FALSE,,5,Recorder,
Recorder Routes I- A guide to introducing soprano recorder in orff class,Carol King,TRUE,FALSE,FALSE,1994,5,Recorder,
Spotlight on Music- Recorder- Grades 3-4- Blackline Masters and Teacher's Manual,MacMillan/McGraw Hill- Virginia Ebinger,TRUE,FALSE,FALSE,,5,Recorder,
Spotlight on Music- Recorder- Grades 5-6- Blackline Masters and Teacher's Manual,,TRUE,FALSE,FALSE,,5,Recorder,
Selections from Star Wars for Recorder,Alfred,TRUE,FALSE,FALSE,2007,5,Recorder,
Selections from Harry Potter for Recorder,Alfred,TRUE,FALSE,FALSE,,5,Recorder,
The sound of music- Recorder,Hal Leonard,TRUE,FALSE,FALSE,,5,Recorder,
Recorder for Beginners- Book 1- Music with Children,,TRUE,FALSE,FALSE,,5,Recorder,
Recorder for Beginners- Book 1- Music with Children,Grace Nash,TRUE,FALSE,FALSE,1965,5,Recorder,
Recorder Karate,Barb Philipak,TRUE,FALSE,FALSE,,10,Recorder,
Alto Antics- A beginning alto recorder ensemble book,Robert Amchin,TRUE,FALSE,FALSE,2001,5,Recorder,
"Tis the Season- Recorder songs with orff instruments- Christmas, Thanksgiving, Hanukkah",Carol King,TRUE,FALSE,FALSE,1988,5,Recorder,
The complete recorder resource- Student booklet,,TRUE,FALSE,FALSE,,5,Recorder,
The complete recorder resource- Student booklet,Denise Gagne,TRUE,FALSE,FALSE,1997,5,Recorder,CD
The complete recorder resource- Student booklet,Denise Gagne,TRUE,FALSE,FALSE,,5,Recorder,
The complete recorder resource- Teacher's Guide- Kit 1,Denise Gagne,TRUE,FALSE,FALSE,1994,5,Recorder,
Recorder Revolutions- A recorder method book for orff classrooms,Tim Wiegand,TRUE,FALSE,FALSE,2013,10,Recorder,CD-ROM
Beginning the Recorder,Douglas Coombes and Elizabeth Wilson,TRUE,FALSE,FALSE,1989,5,Recorder,
Very easy recorder tune- Over 50 pieces for beginners,Usborne,TRUE,FALSE,FALSE,,5,Recorder,
It's recorder time- Holiday song book,Sandy Feldstein and Morton Manus,TRUE,FALSE,FALSE,,5,Recorder,
The Christmas recorder book,Sandy Feldstein,TRUE,FALSE,FALSE,1992,5,Recorder,
Via musica DVD- 2 copies(test one- one not working),,TRUE,FALSE,FALSE,,5,French Songs and Games,
The recorder blockflute tutor- 2nd book,Jann Martin,TRUE,FALSE,FALSE,1957,5,Recorder,
Disney Movie Favorites- 9 hits arranged for recorder solo or duet,Hal Leonard,TRUE,FALSE,FALSE,,5,Recorder,
The usborne book of more easy recorder tunes,Anya Suschitzky,TRUE,FALSE,FALSE,1992,5,Recorder,
The usborne book of easy recorder tunes,Philip Hawthorne,TRUE,FALSE,FALSE,,5,Recorder,
Fun to play recorder,Marshall Cavendish,TRUE,FALSE,FALSE,1997,5,Recorder,
Jazz Cats Recorder,Brad Keller and Bonnie Rossa,TRUE,FALSE,FALSE,2006,5,Recorder,CD
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 1- Windsongs- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 2- Ho Ho Watanay- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 2- Ho Ho Watanay- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 2- Ho Ho Watanay- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 3- Go Tell Aunt Rhody- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 3- Go Tell Aunt Rhody- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 3- Go Tell Aunt Rhody- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 3- Go Tell Aunt Rhody- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 4- I'se the B'y- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 4- I'se the B'y- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 4- I'se the B'y- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 5- A la claire fontaine- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 5- A la claire fontaine- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
"Windsongs Series for Recorder, Orff or Kodaly Programs- Book 6- Alto Odyssey- Student Book",,TRUE,FALSE,FALSE,,5,Recorder,
Starting Soprano Recorder- Book 1,Jos Wuytack,TRUE,FALSE,FALSE,,5,Recorder,
Jump Jim Joe- Great Singing Games for Children- a companion recording ,New England Dancing Masters Production,TRUE,FALSE,FALSE,1991,10,Singing Games,CD
Singing Games Children Love- Vol. 2,Denise Gagne,TRUE,FALSE,FALSE,,10,Singing Games,CD
A Child and Rhythm,Theresa Newman,TRUE,FALSE,FALSE,1955,2,Singing Games,
Holiday and Game songs- Musicplay 1 Revision- Includes Orff Arrangements,Denise Gagne,TRUE,FALSE,FALSE,2005,10,Singing Games,CD
"Selected songs, singing games and actions songs- Grades one and Two",Marilyn Kerley,TRUE,FALSE,FALSE,,5,Singing Games,
"Selected songs, singing games and actions songs- Grades Three and Four",Marilyn Kerley,TRUE,FALSE,FALSE,,5,Singing Games,
Selected Folk songs and Partner Songs- Teacher Resource- Grades Five and Six,Marilyn Kerley,TRUE,FALSE,FALSE,,5,Singing Games,
Holiday Singing and Dancing Games,Ester Nelson,TRUE,FALSE,FALSE,1980,5,Singing Games,
Movement Songs Children Love,Denise Gagne,TRUE,FALSE,FALSE,2000,10,Singing Games,
Action Songs Children Love- Vol. 3 -Grades 2-5- no CD,Denise Gagne,TRUE,FALSE,FALSE,2000,5,Singing Games,
Action Songs Children Love- Vol. 3 -Grades 2-5,Denise Gagne,TRUE,FALSE,FALSE,2000,10,Singing Games,CD
Round we Go- 40 new rounds with activities for younger singers,Elizabeth Glipatrick,TRUE,FALSE,FALSE,,10,Song Collection,
Virgin Island Folk Songs,Bill La Motta,TRUE,FALSE,FALSE,1990,5,Song Collection,
Hot Peas & Barley-O- Children's Songs and Games from Scotland,Susan Brumfield,TRUE,FALSE,FALSE,2006,10,Song Collection,CD
Over the Garden Wall- Children's Songs and Games from Scotland,Susan Brumfield,TRUE,FALSE,FALSE,2010,10,Song Collection,CD
400 Super Song Fest- Folk Songs of Today- No. 2,Charles Hansen,TRUE,FALSE,FALSE,1973,5,Song Collection,
Songs of the Earth- Music of the World,Anna Kealoha,TRUE,FALSE,FALSE,1989,5,Song Collection,
The Penguin Book of Canadian Folk Songs,Edith Fowke,TRUE,FALSE,FALSE,1973,5,Song Collection,
The Penguin Book of Canadian Folk Songs,Edith Fowke,TRUE,FALSE,FALSE,1973,5,Song Collection,
The Penguin Book of Canadian Folk Songs,Edith Fowke,TRUE,FALSE,FALSE,1981,5,Song Collection,
The Penguin Book of Canadian Folk Songs,Edith Fowke,TRUE,FALSE,FALSE,1981,5,Song Collection,
Favorite Nursery Rhymes,Novello,TRUE,FALSE,FALSE,?,2,Song Collection,
"Jamaica Play- Ring plays, phymes and rhythms from Jamaica",Dawn Eaton Muir,TRUE,FALSE,FALSE,2021,10,Song Collection,Online Access Code
Sing with Chords,Forrest J. Baird,TRUE,FALSE,FALSE,1967,5,Song Collection,
The irish Songbook- 75 Songs by The Clancy Brothers and Tommy Makem,"Robert DeCormier, Joy Graeme and Pete Hamill",TRUE,FALSE,FALSE,1979,5,Song Collection,
Let's Sing together- listening to music- 1973-1974- Leaflet,"Manitoba, Alberta, BC Dept of Ed and CBC",TRUE,FALSE,FALSE,,free,Song Collection,DVD
"Come on Everybody, Let's Sing (Revised Edition)- Music activities for all children in regular and special classes",Lois Birkenshaw-Felming,TRUE,FALSE,FALSE,2000,10,Song Collection,
The Reader's Digest Children's Songbook- All Time Family Favorites- Includes lyrics pamphlet,,TRUE,FALSE,FALSE,1986,10,Song Collection,
The puffin song book,Leslie Woodgate,,FALSE,FALSE,,5,Song Collection,
"Sally Go Round the Sun- Three hundred children's songs, rhymes and games",Edith Fowke,TRUE,FALSE,FALSE,1969,5,Song Collection,
Folksongs of the Maritimes- From the collection of Helen Creighton and other distinguished Maritime Folklorists,Kaye Pottie and Vernon Ellis,TRUE,FALSE,FALSE,2014,10,Song Collection,
Come a Singing! Canadian Folk Songs,"Marius Barbeau, Arthur Lismer, Arthur Bourinot- National Museum of Canada",TRUE,FALSE,FALSE,1970,5,Song Collection,
"Come Join In- 52 New Rounds, Partner Songs and Short Songs",Elizabeth Glipatrick,TRUE,FALSE,FALSE,,10,Song Collection,
Everybody Sings- All the words to all the songs in the Reader's Digest Canadian Family Songbook,Reader's Digest,TRUE,FALSE,FALSE,,2,Song Collection,
Jean Ritchie's Kentucky Mother Goose,Jean Ritchie and Susan Brumfield,TRUE,FALSE,FALSE,2015,15,Song Collection,CD
"Step it Down- Games, Plays, Songs and Stories from the Afro-American Heritage",Bessie Jones and Bess Lomax Hawes,TRUE,FALSE,FALSE,1987,10,Song Collection,
"Step it Down- Games, Plays, Songs and Stories from the Afro-American Heritage",Bessie Jones and Bess Lomax Hawes,TRUE,FALSE,FALSE,1987,10,Song Collection,
"Eye Winker, Tom Tinker, Chin Chopper- 50 Musical Fingerplays with Piano arrangement and Guitar Chords",Tom Glazer,TRUE,FALSE,FALSE,1970's reissue,5,Song Collection,
"My little rooster- and other folk songs, singing games and play parties",Jill Trinka,TRUE,FALSE,FALSE,,10,Song Collection,CD
Charlotte Diamond's Musical Treasures- A Songbook with activities for teachers and families,,TRUE,FALSE,FALSE,1998,5,Song Collection,
Canadian folks songs for the young,Barbara Cass-Beggs,TRUE,FALSE,FALSE,1992,5,Song Collection,
"Ring Around the Moon- 200 songs, tongue twisters, riddles, and rhymes for children",Edith Fowke,TRUE,FALSE,FALSE,1987,5,Song Collection,
Oranges and Lemons,Karen King,TRUE,FALSE,FALSE,,5,Song Collection,
"Rounds for Children- Over 100 rounds in 2, 3 and 4 parts. ",Amsco publishers,TRUE,FALSE,FALSE,1986,5,Song Collection,
"Mickey's Favorite Children's Songs- Voice, piano, guitar- 172 songs",Disney,TRUE,FALSE,FALSE,1980's,2,Song Collection,
"Elephant Jam- Sharon, Lois and Bram",,TRUE,FALSE,FALSE,1980,5,Song Collection,
Sing and Play on Special Days,Denise Gagne,TRUE,FALSE,FALSE,1997,10,Song Collection,CD
"The big book of children's songs- Piano, vocal guitar",Hal Leonard,TRUE,FALSE,FALSE,,5,Song Collection,
The big book of children's songs- Easy guitar,Hal Leonard,TRUE,FALSE,FALSE,,5,Song Collection,CD
100 Kids' songs- piano vocals guitar,Hal Leonard,TRUE,FALSE,FALSE,,5,Song Collection,
Sail Away-155 American Folk songs to sing read and play,Eleanor Locke,TRUE,FALSE,FALSE,,10,Song Collection,
150 Rounds for Singing and Teaching,Edward Bolovac and Judith Johnson,TRUE,FALSE,FALSE,,10,Song Collection,
I love singalong- 46,"Easy Play Speed Music for all Keyboards, Guitar, Vocal",TRUE,FALSE,FALSE,,5,Song Collection,
"Rise up singing- Wrods, chords and sources to 1200 songs- 15th anniversary edition",Peter Bloood and Annie Patterson,TRUE,FALSE,FALSE,,10,Song Collection,
The Folk Songs of North America,Alan Lomax,TRUE,FALSE,FALSE,,10,Song Collection,
Folk Songs. North America Sings,Richard Johnson,TRUE,FALSE,FALSE,,20,Song Collection,
Lets all sing novelty songs- singers edition,Hal leonard,TRUE,FALSE,FALSE,,2,Song Collection,
Hawaiian Songs- Easy electronic keyboard music #67,,TRUE,FALSE,FALSE,,2,Song Collection,
The first book of campfire songs,Girl Guides,TRUE,FALSE,FALSE,1963,2,Song Collection,
Songs for Canadian Girl Guides,,TRUE,FALSE,FALSE,1957,2,Song Collection,
The second book of campfire songs,,TRUE,FALSE,FALSE,1963,2,Song Collection,
String Explorer- A Journey into the Wonders of String Playing- Cello- Book 1,,TRUE,FALSE,FALSE,2010,2,Strings,CD-ROM
Bach for the Cello- 10 pieces in first position,Charles Krane,TRUE,FALSE,FALSE,2010,2,Strings,
Guitar Basics- A Beginning Guitar Method,Michael Christiansen,TRUE,FALSE,FALSE,1992,5,Strings,
You can teach yourself guitar,Mel bay,TRUE,FALSE,FALSE,,5,Strings,
Fun with the ukulele,Mel bay,TRUE,FALSE,FALSE,,5,Strings,
Music lessons- Grades 1-3- Canadian Curriculum Teacher Helper,Geowat Innovative Teacher Publishing,TRUE,FALSE,FALSE,2004,5,Sub Tub,
Music for Everyone- Pre K to 2nd,Teacher Created Resources,TRUE,FALSE,FALSE,2008,5,Sub Tub,
"101 Music activities- Reinforce ""fun""damentals,listening and literacy",Mary Donnelly,TRUE,FALSE,FALSE,2008,5,Sub Tub,
Help! I'm a Substitute Music Teacher- A Collection of Games and Activities for Survival in the Classroom,Cheryl Lavender,TRUE,FALSE,FALSE,1987- Reissue,8,Sub Tub,
"The Super Amazing Music Activities Book- Ideas and exercises for exploring notes and rhythms, ear training, instrument families, famous composers",Janet Vogt,TRUE,FALSE,FALSE,2007,5,Sub Tub,
"Music is Fun- Grade 4- Explore the world of music to learn about notes, values, beat, symbols, rhythm, musical instruments and composers",On the Mark,TRUE,FALSE,FALSE,2010,5,Sub Tub,
"Music is Fun- Grade 5- Explore the world of music to learn about notes, values, beat, symbols, rhythm, musical instruments and composers",On the Mark,TRUE,FALSE,FALSE,,5,Sub Tub,
"Music is Fun- Grade 6- Explore the world of music to learn about notes, values, beat, symbols, rhythm, musical instruments and composers",On the Mark,TRUE,FALSE,FALSE,,5,Sub Tub,
Junior music for fall- Music made easy series,On the Mark,TRUE,FALSE,FALSE,,5,Sub Tub,
Junior music for spring- Music made easy series,On the Mark,TRUE,FALSE,FALSE,,5,Sub Tub,
The Music Tree- A Plan for Musical Growth,Frances Clark; Louise Goss,TRUE,FALSE,FALSE,1973,$5,Theory,
"A Celebration of Notes- Naming, Drawing, Playing, Hearing- Book 2",Jane Simsor Bastien,TRUE,FALSE,FALSE,1990,$5,Theory,
Music Puzzles- Fun for Everyone,Black Cat Productions,TRUE,FALSE,FALSE,2001,5,Theory,
Sound Foundation- Practical Jazz/Blues Theory- Revised 2000,Joyce Pinckney,TRUE,FALSE,FALSE,2000,5,Theory,
Music Fun- Book 1,Marion Kurutz and Grace Reever,TRUE,FALSE,FALSE,1977,5,Theory,
Music encounters- theory book for group music theory classes,June Montgomery and Martha Mier,TRUE,FALSE,FALSE,1984,5,Theory,
How to read music,Alan Charlton,TRUE,FALSE,FALSE,2008,5,Theory,
Harmony and Theory- A comprehensive source for all musicians,Keith Wyatt and Carl Schroeder,TRUE,FALSE,FALSE,,10,Theory,
"Tinwhistle Today- How to play celtic, folk, blues, jazz, rock and classical music",David Harp,TRUE,FALSE,FALSE,2003,5,Tin Whistle,
Traditional Irish Flute Solos- the Turoe Stone collection vol. 2,Vincent Broderick,TRUE,FALSE,FALSE,,5,Tin Whistle,CD
Gaelic Songs in Nova Scotia,Helen Creighton and Calum MacLeod,TRUE,FALSE,FALSE,,5,Tin Whistle,
An illustrated history of Irish songs and music,Megan O Suilleabhain,TRUE,FALSE,FALSE,,5,Tin Whistle,
Ukulele Encore- Songs and Arrangements for the Ukulelle,J. Chalmers Doane,TRUE,FALSE,FALSE,1975,5,Ukulele,
Classroom Ukulele- Book One,J. Chalmers Doane,TRUE,FALSE,FALSE,1979,5,Ukulele,
First 50 Kids' songs you should play on ukulele,Hal Leonard,TRUE,FALSE,FALSE,,10,Ukulele,
Little Ukers- A comprehensive ukulele method for young students- 2nd edition- Level 1- C Tuning- (low) G C E A,Melissa McKnight,TRUE,FALSE,FALSE,2007,10,Ukulele,
Ukulele in the classroom- Book 1- Student's Ed- C6 tuning,James Hill and Chalmers Doane,TRUE,FALSE,FALSE,2009,5,Ukulele,
Ukulele in the classroom- Book 1- Student's Ed- D6 tuning,James Hill and Chalmers Doane,TRUE,FALSE,FALSE,2009,5,Ukulele,
Uke'n Play Ukulele- Learn to play instantly with chords and lyrics to over 50 songs,Mike Jackson,TRUE,FALSE,FALSE,2013,5,Ukulele,CD
Play Ukulele Today- Starter Pack- Levels 1-2 and DVD,Hal Leonard,TRUE,FALSE,FALSE,,10,Ukulele,
You Can Teach Yourself Ukulele,William Bay,TRUE,FALSE,FALSE,,5,Ukulele,DVD
Fun with the ukulele,Mel Bay 1961,TRUE,FALSE,FALSE,,2,Ukulele,
Yoga in Motion Workbook- Companion playbook for yoga in motion interactive video and happy and cozy music,Alima Clarke and Shakta Kaur Khalsa,TRUE,FALSE,FALSE,2008,5,Yoga for Children,
"Radiant Child Yoga in Motion-DVD- A perfect blend of music, meditation, affirmation, dance and yoga for children",Shakta Kaur Khalsa and friends,TRUE,FALSE,FALSE,,10,Yoga for Children,DVD
Yoga in action- A bobbie kalman book,,TRUE,FALSE,FALSE,,5,Yoga for Children,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
,,FALSE,FALSE,FALSE,,,,
